date,time_segment,segment_rank,location_id,orders_count,open_hours,segment_datetime,weekday,month,is_weekend,lag_1d_same_seg,lag_2d_same_seg,lag_7d_same_seg,rolling_mean_7d_same_seg,rolling_std_7d_same_seg,rolling_max_7d_same_seg,lag_1seg,lag_2seg,surge_ratio_same_day,surge_ratio_d1,trend_7d_same_seg,segment_sin,segment_cos,daily_orders,segment_share,segment,location_mean_orders,location_std_orders,location_seg_mean_orders,location_seg_std_orders,location_seg_mean_share,z_lag_1d,z_rolling_max_7d,deviation_from_seg_mean,spike_threshold,is_spike,prediction_base,prediction_correction,prediction,error,abs_error,peak_threshold
2026-04-05,lunch,4,443,44.0,4.0,2026-04-06 04:00:00+03:00,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,47.0,0.9361702127659575,medium,0.9166666666666666,3.618872277262598,3.051282051282051,6.704078562018944,0.1776750957892397,0.0,0.0,-3.051282051282051,11.200000000000003,1,1.2280176595415568,0.0,1.2280176595415568,-42.77198234045844,42.77198234045844,8.0
2026-03-08,lunch,4,69,72.0,4.0,2026-03-09 04:00:00+03:00,0,3,0,46.0,73.0,33.0,56.142857142857146,13.861560415150144,73.0,0.0,0.0,0.0,0.8049999999999999,13.0,1.2246467991473532e-16,-1.0,210.0,0.34285714285714286,mega,25.709899175068745,15.187584008448223,49.92032967032967,11.401837554339034,0.32250586815508425,0.9033719989209603,1.4336120852441328,-3.9203296703296715,65.0,1,45.85301643065056,-0.22525588453786166,45.627760546112704,-26.372239453887296,26.372239453887296,35.0
2026-02-18,lunch,4,69,71.0,4.0,2026-02-19 04:00:00+03:00,3,2,0,49.0,60.0,39.0,59.0,12.62273081917433,78.0,0.0,0.0,0.0,0.8166666666666667,10.0,1.2246467991473532e-16,-1.0,191.0,0.3717277486910995,mega,25.709899175068745,15.187584008448223,49.92032967032967,11.401837554339034,0.32250586815508425,0.9622875640679794,1.5318046938224978,-0.9203296703296715,65.0,1,45.84848184197771,-0.0390322142315678,45.80944962774614,-25.19055037225386,25.19055037225386,35.0
2026-04-10,lunch,4,16,26.0,4.0,2026-04-11 04:00:00+03:00,5,4,1,18.0,18.0,17.0,16.0,4.434711565216678,18.0,0.0,0.0,0.0,1.0588235294117647,1.0,1.2246467991473532e-16,-1.0,61.0,0.4262295081967213,medium,0.9839449541284404,1.150939531486101,1.721763085399449,1.284091001690495,0.30067772753723165,6.613360323886639,6.613360323886639,16.27823691460055,3.0,1,3.2165509771963565,0.0,3.2165509771963565,-22.783449022803644,22.783449022803644,8.0
2026-03-08,morning,3,69,40.0,2.0,2026-03-09 03:00:00+03:00,0,3,0,42.0,22.0,19.0,25.142857142857142,7.819389819088012,42.0,0.0,0.0,0.0,1.6065573770491803,23.0,0.7071067811865476,-0.7071067811865475,210.0,0.19047619047619047,mega,25.709899175068745,15.187584008448223,24.203856749311296,7.893439929724803,0.1552006687630663,1.6664116296863045,1.6664116296863045,17.796143250688704,35.80000000000001,1,17.751308252995766,0.0,17.751308252995766,-22.248691747004234,22.248691747004234,35.0
2026-04-08,lunch,4,443,27.0,4.0,2026-04-09 04:00:00+03:00,3,4,0,6.0,2.0,0.0,7.428571428571429,16.277357922967134,44.0,0.0,0.0,0.0,0.711864406779661,6.0,1.2246467991473532e-16,-1.0,33.0,0.8181818181818182,medium,0.9166666666666666,3.618872277262598,3.051282051282051,6.704078562018944,0.1776750957892397,1.4810126582278482,10.860759493670887,2.948717948717949,11.200000000000003,1,4.761662687455646,0.0,4.761662687455646,-22.238337312544353,22.238337312544353,8.0
2026-02-19,lunch,4,69,73.0,4.0,2026-02-20 04:00:00+03:00,4,2,0,71.0,49.0,62.0,63.57142857142857,9.60654538768826,78.0,0.0,0.0,0.0,1.0995575221238938,9.0,1.2246467991473532e-16,-1.0,193.0,0.37823834196891193,mega,25.709899175068745,15.187584008448223,49.92032967032967,11.401837554339034,0.32250586815508425,1.3943350418127867,1.5318046938224978,21.07967032967033,65.0,1,51.78816861001578,0.5954973620612176,52.383665972077,-20.616334027923003,20.616334027923003,35.0
2026-02-21,lunch,4,69,38.0,4.0,2026-02-22 04:00:00+03:00,6,2,1,47.0,73.0,68.0,60.714285714285715,10.40375390126542,73.0,0.0,0.0,0.0,0.7615740740740741,-21.0,1.2246467991473532e-16,-1.0,130.0,0.2923076923076923,mega,25.709899175068745,15.187584008448223,49.92032967032967,11.401837554339034,0.32250586815508425,0.9230105206366334,1.4336120852441328,-2.9203296703296715,65.0,0,58.142214333306036,0.04005518305060716,58.18226951635664,20.18226951635664,20.18226951635664,35.0
2026-02-12,lunch,4,16,23.0,4.0,2026-02-13 04:00:00+03:00,4,2,0,15.0,13.0,3.0,8.857142857142858,4.3369947901195145,15.0,0.0,0.0,0.0,1.5217391304347825,12.0,1.2246467991473532e-16,-1.0,57.0,0.40350877192982454,medium,0.9839449541284404,1.150939531486101,1.721763085399449,1.284091001690495,0.30067772753723165,5.511133603238866,5.511133603238866,13.278236914600551,3.0,1,3.4125676102329994,0.0,3.4125676102329994,-19.587432389767002,19.587432389767002,8.0
2026-03-02,lunch,4,443,20.0,4.0,2026-03-03 04:00:00+03:00,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,32.0,0.625,medium,0.9166666666666666,3.618872277262598,3.051282051282051,6.704078562018944,0.1776750957892397,0.0,0.0,-3.051282051282051,11.200000000000003,1,0.5578649887928797,0.0,0.5578649887928797,-19.44213501120712,19.44213501120712,8.0
2026-03-05,lunch,4,69,68.0,4.0,2026-03-06 04:00:00+03:00,4,3,0,55.0,65.0,64.0,53.142857142857146,11.582005747833888,65.0,0.0,0.0,0.0,1.0158311345646438,-9.0,1.2246467991473532e-16,-1.0,196.0,0.3469387755102041,mega,25.709899175068745,15.187584008448223,49.92032967032967,11.401837554339034,0.32250586815508425,1.0801186943620178,1.2765039115187482,5.0796703296703285,65.0,1,48.983282614877034,-0.23092104361307758,48.752361571263954,-19.247638428736046,19.247638428736046,35.0
2026-02-11,lunch,4,8,56.0,4.0,2026-02-12 04:00:00+03:00,3,2,0,40.0,41.0,35.0,36.857142857142854,3.338091841585192,41.0,0.0,0.0,0.0,1.0566037735849056,5.0,1.2246467991473532e-16,-1.0,127.0,0.4409448818897638,mega,14.99803536345776,11.147682695162223,34.80494505494506,8.197821234921355,0.33131290749065806,1.1171641218445483,1.145093224890662,5.195054945054942,44.0,1,38.25960726971592,-0.4722807772110115,37.78732649250491,-18.21267350749509,18.21267350749509,35.0
2026-02-01,afternoon,5,69,46.0,3.0,2026-02-02 05:00:00+03:00,0,2,0,34.0,29.0,24.0,27.0,5.4467115461227165,34.0,0.0,0.0,0.0,1.2142857142857142,10.0,-0.7071067811865475,-0.7071067811865477,155.0,0.2967741935483871,mega,25.709899175068745,15.187584008448223,27.587912087912088,6.784804528364688,0.17970958977163476,1.1893138573899673,1.1893138573899673,6.412087912087912,36.0,1,28.300744489699568,0.0,28.300744489699568,-17.699255510300432,17.699255510300432,35.0
2026-01-30,lunch,4,69,65.0,4.0,2026-01-31 04:00:00+03:00,5,1,1,40.0,31.0,60.0,45.57142857142857,12.55464247276868,64.0,0.0,0.0,0.0,0.8588957055214724,-20.0,1.2246467991473532e-16,-1.0,174.0,0.3735632183908046,mega,25.709899175068745,15.187584008448223,49.92032967032967,11.401837554339034,0.32250586815508425,0.7855408686269221,1.2568653898030753,-9.920329670329672,65.0,1,47.44038923910588,-0.13963325302927787,47.3007559860766,-17.699244013923398,17.699244013923398,35.0
2026-02-23,afternoon,5,8,36.0,3.0,2026-02-24 05:00:00+03:00,1,2,0,15.0,20.0,17.0,17.142857142857142,2.6726124191242384,21.0,0.0,0.0,0.0,0.8267716535433071,-2.0,-0.7071067811865475,-0.7071067811865477,114.0,0.3157894736842105,mega,14.99803536345776,11.147682695162223,18.17032967032967,5.3786230176458,0.1729097871902082,0.7824591573516767,1.0954428202923474,-3.1703296703296715,25.0,1,18.31852846884321,0.0,18.31852846884321,-17.68147153115679,17.68147153115679,35.0
2026-01-31,lunch,4,69,48.0,4.0,2026-02-01 04:00:00+03:00,6,2,1,65.0,40.0,64.0,46.285714285714285,13.610220249433693,65.0,0.0,0.0,0.0,1.3746223564954683,1.0,1.2246467991473532e-16,-1.0,169.0,0.28402366863905326,mega,25.709899175068745,15.187584008448223,49.92032967032967,11.401837554339034,0.32250586815508425,1.2765039115187482,1.2765039115187482,15.079670329670328,65.0,0,63.898923257571965,1.4845401712024686,65.38346342877443,17.383463428774434,17.383463428774434,35.0
2026-02-22,lunch,4,16,20.0,4.0,2026-02-23 04:00:00+03:00,0,2,0,15.0,11.0,8.0,9.857142857142858,2.9680841985233166,15.0,0.0,0.0,0.0,1.381578947368421,7.0,1.2246467991473532e-16,-1.0,46.0,0.43478260869565216,medium,0.9839449541284404,1.150939531486101,1.721763085399449,1.284091001690495,0.30067772753723165,5.511133603238866,5.511133603238866,13.278236914600551,3.0,1,2.7176733323955267,0.0,2.7176733323955267,-17.282326667604472,17.282326667604472,8.0
