date,time_segment,segment_rank,location_id,orders_count,open_hours,segment_datetime,weekday,month,is_weekend,lag_1d_same_seg,lag_2d_same_seg,lag_7d_same_seg,rolling_mean_7d_same_seg,rolling_std_7d_same_seg,rolling_max_7d_same_seg,lag_1seg,lag_2seg,surge_ratio_same_day,surge_ratio_d1,trend_7d_same_seg,segment_sin,segment_cos,daily_orders,segment_share,segment,location_mean_orders,location_std_orders,location_seg_mean_orders,location_seg_std_orders,location_seg_mean_share,z_lag_1d,z_rolling_max_7d,deviation_from_seg_mean,spike_threshold,is_spike,daily_prediction,share_prediction_raw,share_prediction,prediction_hier,spike_prob,prediction_quantile,spike_blend_signal,prediction_blended,prediction_direct,prediction_lunch_hourly,prediction,error,abs_error,peak_threshold
2026-04-05,lunch,4,443,44.0,4.0,2026-04-06 04:00:00+03:00,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,47.0,0.9361702127659575,medium,0.9166666666666666,3.618872277262598,3.051282051282051,6.704078562018944,0.1776750957892397,0.0,0.0,-3.051282051282051,11.200000000000003,1,3.724522674909412,0.11469958674259394,0.9275651205524664,3.4547373239527435,0.05996632724168689,5.715057273255139,0.0,3.4547373239527435,,1.5398917744352623,3.4547373239527435,-40.54526267604726,40.54526267604726,15.0
2026-04-08,lunch,4,443,27.0,4.0,2026-04-09 04:00:00+03:00,3,4,0,6.0,2.0,0.0,7.428571428571429,16.277357922967134,44.0,0.0,0.0,0.0,0.711864406779661,6.0,1.2246467991473532e-16,-1.0,33.0,0.8181818181818182,medium,0.9166666666666666,3.618872277262598,3.051282051282051,6.704078562018944,0.1776750957892397,1.4810126582278482,10.860759493670887,2.948717948717949,11.200000000000003,1,3.654446283116217,0.23310972715676198,0.8484069404127313,3.1004575899613083,0.2882338177069676,13.165307757397127,0.0,3.1004575899613083,,2.785570874401077,3.1004575899613083,-23.89954241003869,23.89954241003869,15.0
2026-03-08,lunch,4,69,72.0,4.0,2026-03-09 04:00:00+03:00,0,3,0,46.0,73.0,33.0,56.142857142857146,13.861560415150144,73.0,0.0,0.0,0.0,0.8049999999999999,13.0,1.2246467991473532e-16,-1.0,210.0,0.34285714285714286,mega,25.709899175068745,15.187584008448223,49.92032967032967,11.401837554339034,0.32250586815508425,0.9033719989209603,1.4336120852441328,-3.9203296703296715,65.0,1,148.9479848746043,0.3222354278946922,0.3238807611100542,48.24138670699568,0.03359902645198778,56.034233662031795,0.0,48.24138670699568,48.42466358844369,48.757069034026905,48.37030728875348,-23.62969271124652,23.62969271124652,49.0
2026-04-10,lunch,4,16,26.0,4.0,2026-04-11 04:00:00+03:00,5,4,1,18.0,18.0,17.0,16.0,4.434711565216678,18.0,0.0,0.0,0.0,1.0588235294117647,1.0,1.2246467991473532e-16,-1.0,61.0,0.4262295081967213,medium,0.9839449541284404,1.150939531486101,1.721763085399449,1.284091001690495,0.30067772753723165,6.613360323886639,6.613360323886639,16.27823691460055,3.0,1,14.633233033532523,0.3197101325540834,0.23633178811845243,3.4582981287687473,0.7367836029130146,12.824195913713615,0.0,3.4582981287687473,,6.250660462444732,3.4582981287687473,-22.541701871231254,22.541701871231254,15.0
2026-02-18,lunch,4,69,71.0,4.0,2026-02-19 04:00:00+03:00,3,2,0,49.0,60.0,39.0,59.0,12.62273081917433,78.0,0.0,0.0,0.0,0.8166666666666667,10.0,1.2246467991473532e-16,-1.0,191.0,0.3717277486910995,mega,25.709899175068745,15.187584008448223,49.92032967032967,11.401837554339034,0.32250586815508425,0.9622875640679794,1.5318046938224978,-0.9203296703296715,65.0,1,156.66509136545636,0.3260532273628814,0.3228353657272639,50.577032067662316,0.024127460814089154,55.631116642410696,0.0,50.577032067662316,47.63489879664078,52.586783504419685,51.07946992685166,-19.920530073148342,19.920530073148342,49.0
2026-02-26,lunch,4,69,64.0,4.0,2026-02-27 04:00:00+03:00,4,2,0,36.0,48.0,73.0,45.285714285714285,13.161994348809557,73.0,0.0,0.0,0.0,0.7777777777777778,-37.0,1.2246467991473532e-16,-1.0,185.0,0.34594594594594597,mega,25.709899175068745,15.187584008448223,49.92032967032967,11.401837554339034,0.32250586815508425,0.7069867817642298,1.4336120852441328,-13.920329670329672,65.0,0,136.61892431670898,0.3215132272537391,0.3221258920632835,44.0084928682461,0.06516492838283133,58.60164382994513,0.0,44.0084928682461,48.21720344476177,49.99959446751291,45.506268268062804,-18.493731731937196,18.493731731937196,49.0
2026-03-03,dinner,6,69,49.0,3.0,2026-03-04 06:00:00+03:00,2,3,0,34.0,40.0,26.0,34.0,5.887840577551887,42.0,0.0,0.0,0.0,0.9714285714285714,8.0,-1.0,-1.8369701987210297e-16,175.0,0.28,mega,25.709899175068745,15.187584008448223,30.986263736263737,7.0934205573178035,0.20237672346557325,1.062956282744997,1.3130636433908787,3.013736263736263,40.0,1,148.0994774830009,0.2061885858823648,0.20874994358349647,30.91575756932174,0.2134995519595743,39.58573557239163,0.0,30.91575756932174,33.74775100517787,48.95275704278321,30.91575756932174,-18.08424243067826,18.08424243067826,49.0
2026-04-03,lunch,4,69,70.0,4.0,2026-04-04 04:00:00+03:00,5,4,1,46.0,49.0,52.0,43.0,8.812869377601487,52.0,0.0,0.0,0.0,1.0454545454545454,-6.0,1.2246467991473532e-16,-1.0,181.0,0.3867403314917127,mega,25.709899175068745,15.187584008448223,49.92032967032967,11.401837554339034,0.32250586815508425,0.9033719989209603,1.0212031292149986,-3.9203296703296715,65.0,1,153.06052206788752,0.31932586421225373,0.3199218961905765,48.967412451878154,0.1303365044026388,60.698438058411774,0.0,48.967412451878154,58.81465072186886,61.8192087150715,52.18036151767649,-17.819638482323512,17.819638482323512,49.0
2026-02-23,lunch,4,2,35.0,4.0,2026-02-24 04:00:00+03:00,1,2,0,11.0,15.0,34.0,23.285714285714285,8.440266301373166,34.0,0.0,0.0,0.0,0.45294117647058824,-23.0,1.2246467991473532e-16,-1.0,84.0,0.4166666666666667,medium,7.919532324621733,6.1652836583747,19.313186813186814,5.6393678951648205,0.3040886563507092,0.5415201514741682,1.6737895591019745,-8.313186813186814,26.0,1,57.647388480619014,0.3006405390103115,0.2981509523206777,17.187623774296622,0.10453606737319232,26.218944308918445,0.0,17.187623774296622,,23.53593008524365,17.187623774296622,-17.812376225703378,17.812376225703378,15.0
2026-02-23,afternoon,5,8,36.0,3.0,2026-02-24 05:00:00+03:00,1,2,0,15.0,20.0,17.0,17.142857142857142,2.6726124191242384,21.0,0.0,0.0,0.0,0.8267716535433071,-2.0,-0.7071067811865475,-0.7071067811865477,114.0,0.3157894736842105,high,14.99803536345776,11.147682695162223,18.17032967032967,5.3786230176458,0.1729097871902082,0.7824591573516767,1.0954428202923474,-3.1703296703296715,25.0,1,103.70369451655328,0.1747222018681568,0.1775714532873526,18.414815746572025,0.16293616878478026,24.243733695451784,0.0,18.414815746572025,18.697699098883074,39.19851785628494,18.414815746572025,-17.585184253427975,17.585184253427975,31.0
